date,obspcp,calibpcp,gcmpcp
1962/7/18,7.5,3.068270945,3.944428525
1962/7/19,1.8,4.031445405,4.200250374
1962/7/20,4.3,4.409529226,4.872361567
1962/7/21,0.5,4.004530461,4.597829566
1962/7/22,5.3,5.151086323,4.132748135
1962/7/23,0.2,4.253014158,5.970947548
1962/7/24,0,4.342178197,3.42977027
1962/7/25,20.5,5.102126514,4.812432086
1962/7/26,12.8,2.985144645,3.236789102
1962/7/27,0,2.489784706,4.014956492
1962/7/28,0,2.978864206,5.398194557
1962/7/29,0,4.047762982,3.86224921
1962/7/30,1,2.94048145,5.03457997
1962/7/31,3.9,2.851213397,4.443055925
1962/8/1,0.1,2.64475385,4.608313753
1962/8/2,0,3.987093714,4.83117796
1962/8/3,1.4,3.273192298,3.363056952
1962/8/4,18.1,3.317756349,2.378581825
1962/8/5,3.2,1.715811416,4.370797423
1962/8/6,4.4,3.595519099,3.915485187
1962/8/7,10.9,3.597319428,4.858623317
1962/8/8,0.5,3.553854286,4.260191639
1962/8/9,0,4.42914843,4.657570653
1962/8/10,15.4,3.028202867,2.631962989
1962/8/11,5.2,3.954345449,4.486141399
1962/8/12,3.1,4.735776672,3.874845298
1962/8/13,10.2,5.560778178,3.42064283
1962/8/14,1.5,2.892871144,3.751719377
1962/8/15,0,2.642484355,4.345541296
1962/8/16,3.1,4.64071607,2.456375135
1962/8/17,0.2,3.226978073,2.970399942
1962/8/18,7.4,4.009356587,5.761303264
1962/8/19,0.5,3.802394902,2.512297929
1962/8/20,12,3.969367695,3.759607153
1962/8/21,0.8,5.58054803,2.295190971
1962/8/22,1.3,3.861651821,4.563138409
1962/8/23,2.1,3.360098524,3.186043544
1962/8/24,4.6,3.49417755,3.420110406
1962/8/25,3.5,3.68476536,2.745797166
1962/8/26,0,4.804212479,3.123679837
1962/8/27,2.3,2.415006405,3.106659771
1962/8/28,2.6,2.386052816,4.955322523
1962/8/29,1.4,2.808830028,3.868707655
1962/8/30,1.8,3.47501035,3.46770346
1962/8/31,0,4.251313253,4.614990415
1962/9/1,0,5.712210416,3.383153011
1962/9/2,2.3,3.704225181,4.152033187
1962/9/3,13.7,4.603938527,4.471971208
1962/9/4,3.4,4.247037674,2.19235924
1962/9/5,12.7,2.462084761,1.664428204
1962/9/6,0,3.764992948,3.17096302
1962/9/7,0,3.322010521,2.604412337
1962/9/8,0.5,4.880006557,4.096075182
1962/9/9,0,3.608171928,5.430288072
1962/9/10,5.8,3.207366344,2.138814828
1962/9/11,3.2,3.212810532,1.754248799
1962/9/12,2.6,3.273831079,3.040127931
1962/9/13,8,4.384261959,2.573438938
1962/9/14,0,2.216700188,3.365217773
1962/9/15,2.1,2.842282026,2.578201729
1962/9/16,0,3.308423577,3.875766104
1962/9/17,11.2,3.106141274,3.812133336
1962/9/18,0.3,1.741491413,2.390516283
1962/9/19,0,2.637043129,4.823018418
1962/9/20,0,2.681447305,3.344064764
1962/9/21,0,3.880966257,2.869656563
1962/9/22,0,3.868509997,3.080808549
1962/9/23,0,3.738054315,3.881924179
1962/9/24,0.3,3.986143332,2.930174035
1962/9/25,0,2.773073327,3.202669577
1962/9/26,0.6,2.288303939,3.515935081
1962/9/27,0,3.244810233,4.85428143
